excel_row_number,orgname,filiing_period,filling_fee,late_returns,penalty_paid,outstanding_penalty,financial_year_ending_month,form_14,audit_report,requests_waiver_etc,date_received,received_by,filed_for_action_by_registry,date_filed_by_registry_for_action,designate_by_pco,date_assigned,review_acknowledgement,date_acknoledged_notice_sent,end_of_notice_period,notice_countdown
2214,THE CENTER FOR VICTIMS OF TORTURE,2024,2000,,,,December,1,1,,2025-04-11 16:03:47.011000,Esther Leting,,,,,,,,
2215,GRACE MISSION ENSEMBLE,2024,2000,,,,December,1,,,2025-04-11 16:04:22.900000,Esther Leting,,,,,,,,
2216,BIBLE STREET KENYA BOYS RESCUE CENTER,2024,2000,,,,December,1,,,2025-04-11 16:05:28.632000,Esther Leting,,,,,,,,
2217,HOPE FOR PEOPLE WITH AIDS,2024,2000,,,,December,1,,,2025-04-11 16:06:01.317000,Esther Leting,,,,,,,,
2218,CENTRE FOR HUMANITARIAN OUTREACH INTER-CULTURAL EXCHANGE KENYA,2024,2000,,,,December,1,1,,2025-04-11 16:07:14.512000,Esther Leting,,,,,,,,
2219,COVENANT OF PEACE KENYA ,2024,2000,,,,December,1,,,2025-04-11 16:23:10.530000,Esther Leting,,,,,,,,
2220,HELP CHILD MONITOR ORGANIZATION ,2024,2000,,,,December,1,,,2025-04-11 16:23:52.870000,Esther Leting,,,,,,,,
2221,EMPOWERMENT AND PARTICIPATORY DEVELOPMENT AGANCY,2024,2000,,,,December,1,,,2025-04-11 16:24:47.025000,Esther Leting,,,,,,,,
2222,THE DECASTRO MECALF FOUNDATION ,2024,2000,,,,December,1,,,2025-04-11 16:25:42.140000,Esther Leting,,,,,,,,
2223,"YOUTH FOR HEALTH AND ENVIRONMENT, KENYA",2024,2000,,,,December,1,,,2025-04-11 16:26:42.120000,Esther Leting,,,,,,,,
2224,WOMEN INSTITUTE OF SECONDARY EDUCATION AND RESEARCH,2024,2000,,,,December,1,,,2025-04-11 16:27:53.585000,Esther Leting,,,,,,,,
2225,TWAJALI INITIATIVE,2024,2000,,,,December,1,,,2025-04-11 16:28:38.384000,Esther Leting,,,,,,,,
2226,MARAGOLI COMMUNITY DEVELOPMENT  FOUNDATION,2024,2000,,,,December,1,,,2025-04-11 16:29:29.777000,Esther Leting,,,,,,,,
2227,ALPHA FOUNDATION ,2024,2000,,,,December,1,,,2025-04-11 16:30:28.302000,Esther Leting,,,,,,,,
2228,THE UNFINISHED AGENDA AFRICA ,2024,2000,,,,December,1,,,2025-04-11 16:31:15.988000,Esther Leting,,,,,,,,
2229,CENTRE FOR HUMANITARIAN AFFAIRS AND COMMUNITY DEVELOPMENT ,2024,2000,,,,December,1,,,2025-04-11 16:32:21.150000,Esther Leting,,,,,,,,
2230,POSITIVE LIVING AIDS ORPHANS SUPPORT ORGANIZATION ,2024,2000,,,,December,1,1,,2025-04-11 16:33:21.467000,Esther Leting,,,,,,,,
2231,YOUTH SPORTS AND DEVELOPMENT ALLIANCE OF KENYA,2024,2000,,,,December,1,1,,2025-04-11 16:34:06.267000,Esther Leting,,,,,,,,
2232,COMPASSIONATE SOCIAL CARE ORGANIZATION ,2024,2000,,,,December,1,1,,2025-04-11 16:35:04.446000,Esther Leting,,,,,,,,
2233,PAMOJA PROJECT INTERNATIONAL KENYA ,2024,2000,,,,December,1,,,2025-04-11 16:36:16.104000,Esther Leting,,,,,,,,
2234,FARMERS ALLIANCE FOR RESTORATION EAST AFRICA ,2024,2000,,,,December,1,1,,2025-04-11 16:37:54.633000,Esther Leting,,,,,,,,
2235,THE PEOPLE ACTION FOR LEARNING NETWORK,2024,2000,,,,December,1,1,,2025-04-11 16:39:10.351000,Esther Leting,,,,,,,,
2236,INTEGRATED INTERVENTIONS TO ALLEVIATE POVERTY IN KENYA,2024,2000,,,,December,1,,,2025-04-11 16:40:08.206000,Esther Leting,,,,,,,,
2237,GOAL 4. ORG,2024,2000,,,,December,1,1,,2025-04-11 16:41:06.511000,Esther Leting,,,,,,,,
2238,IMAGING THE WORLD AFRICA KENYA ,2024,2000,,,,December,1,1,,2025-04-11 16:41:49.489000,Esther Leting,,,,,,,,
2239,ONE FOR ALL ALL FOR GOD,2024,2000,,,,December,1,,,2025-04-11 16:42:32.475000,Esther Leting,,,,,,,,
2240,BARAKA DEVELOPMENT PROGRAMME,2024,2000,,,,December,1,,,2025-04-11 16:43:14.441000,Esther Leting,,,,,,,,
2241,CONCERN DEVELOPMENT PROGRAM,2024,2000,,,,December,1,,,2025-04-11 16:43:45.001000,Esther Leting,,,,,,,,
2242,MAONO WOMEN DEVELOPMENT PROGRAMME,2024,2000,,,,December,1,,,2025-04-11 16:44:27.397000,Esther Leting,,,,,,,,
2243,UPENDO TENA INITIATIVE,2024,2000,,,,December,1,,,2025-04-11 16:45:05.669000,Esther Leting,,,,,,,,
2244,COMMUNITIES FOR SUSTAINABLE DEVELOPMENT ,2024,2000,,,,December,1,,,2025-04-11 16:45:50.649000,Esther Leting,,,,,,,,
2245,SHE SAVE A NATION ,2024,2000,,,,December,1,,,2025-04-11 16:46:38.619000,Esther Leting,,,,,,,,
2246,ON COURSE ,2024,2000,,,,December,1,1,,2025-04-11 16:47:11.265000,Esther Leting,,,,,,,,
2247,AFRICAN CANADIAN CONTINUING EDUCATION SOCIETY,2024,2000,,,,December,1,1,,2025-04-11 16:48:07.751000,Esther Leting,,,,,,,,
2248,JABULANI YOUTHS FOR TRANSFORMATION ,2024,2000,,,,December,1,1,,2025-04-11 16:48:54.064000,Esther Leting,,,,,,,,
2249,ACTION RESORT FOR CHANGE ,2024,2000,,,,December,1,1,,2025-04-11 16:49:52.018000,Esther Leting,,,,,,,,
2250,INNOVATIVE SUSTAINABLE RURAL ENERGY,2024,2000,,,,December,1,,,2025-04-11 16:50:33.072000,Esther Leting,,,,,,,,
2251,RILEY ORTON FOUNDATION ,2024,2000,,,,December,1,1,,2025-04-11 16:51:39.264000,Esther Leting,,,,,,,,
2252,COMMUNITY ACTION FOR CHANGE IN KENYA ,2024,2000,,,,December,1,,,2025-04-11 16:52:36.528000,Esther Leting,,,,,,,,
2253,CENTRE FOR PEACE & DEMOCRACY,2024,2000,,,,December,1,,,2025-04-11 16:53:27.248000,Esther Leting,,,,,,,,
2254,PAMOJA DEVELOPMENT PROJECTS ,2024,2000,,,,December,1,1,,2025-04-11 16:54:17.224000,Esther Leting,,,,,,,,
2255,SEVEN AID KENYA,2024,2000,,,,December,1,,,2025-04-11 16:54:47.390000,Esther Leting,,,,,,,,
2256,AFRICA ADVOCACY FOUNDATION KENYA ,2024,2000,,,,December,1,1,,2025-04-11 16:55:24.326000,Esther Leting,,,,,,,,
2257,MED 25 INTERNATIONAL KENYA,2024,2000,,,,December,1,1,,2025-04-11 16:56:19.899000,Esther Leting,,,,,,,,
2258,RISE TO SHINE EDUCATION FOUNDATION ,2024,2000,,,,December,1,1,,2025-04-11 16:56:56.041000,Esther Leting,,,,,,,,
2259,RESTORING HOPE HIV/AIDS ,2024,2000,,,,December,1,,,2025-04-11 16:57:54.536000,Esther Leting,,,,,,,,
2260,CHILDRENS TRANSFORMATION PROJECT- KENYA,2024,2000,,,,December,1,1,,2025-04-11 16:58:50.910000,Esther Leting,,,,,,,,
2261,LAKESIDE INTERNATIONAL FOUNDATION,2024,2000,,,,December,1,,,2025-03-04 10:38:10.088000,Rukia Noor,,,,,,,,
2262,CHRISTIAN MISSIONARY FELLOWSHIP,2024,2000,,,,December,1,,,2025-03-04 10:40:16.950000,Rukia Noor,,,,,,,,
2263,HOME CITY FOUNDATION,2024,2000,,,,December,1,,,2025-03-04 00:00:00,Rukia Noor,,,,,,,,
2264,STANCHION INITIATIVE PROGRAMME,2024,2000,,,,December,1,,,2025-03-04 00:00:00,Rukia Noor,,,,,,,,
2265,UZIMA TELE ORGANIZATION,2024,2000,,,,December,1,,,2025-03-04 00:00:00,Rukia Noor,,,,,,,,
2266,COMMUNITY COMMUNICATION FOR HEALTH DEVELOPMENT IN AFRICA,2024,2000,,,,December,1,,,2025-03-04 00:00:00,Rukia Noor,,,,,,,,
2267,SOCIAL ECONOMIC DEVELOPMENT & HUMAN RIGHTS ORGANIZATION,2024,2000,,,,December,1,1,,2025-03-04 00:00:00,Rukia Noor,,,,,,,,
2268,SAVE SOMALIA WOMEN AND CHILDREN,2024,2000,,,,December,1,1,,2025-04-14 09:52:06.081000,Rukia Noor,,,,,,,,
2269,COMMUNITY LINE SHEPHERD,2024,2000,,,,December,1,,,2025-04-14 10:13:18.684000,Rukia Noor,,,,,,,,
2270,GOODWIN OUTREACH AND SUPPORT ORGANIZATION,2024,2000,,,,December,1,,,2025-04-14 10:14:58.067000,Rukia Noor,,,,,,,,
2271,WEZESHA WOMEN EMPOWERMENT AND DEVELOPMENT ORGANIZATION,2024,2000,,,,December,1,,,2025-04-14 10:17:47.749000,Rukia Noor,,,,,,,,
2272,FOREST ACTION NETWORK ,2024,2000,,,,December,1,1,,2025-04-14 10:19:17.727000,Rukia Noor,,,,,,,,
2273,LIFE LIFTERS KENYA,2024,2000,,,,December,1,1,,2025-04-14 10:20:26.412000,Rukia Noor,,,,,,,,
2274,KIDS TRANSFORM AFRICA,2024,2000,,,,December,1,,,2025-04-14 10:21:27.265000,Rukia Noor,,,,,,,,
2275,THE NOMAD CHILD FOUNDATION,2024,2000,,,,December,1,,,2025-04-14 10:22:13.901000,Rukia Noor,,,,,,,,
2276,THE BOMA PROJECT,2024,2000,,,,December,1,p,,2025-04-14 10:23:01.146000,Rukia Noor,,,,,,,,
2277,LIVELOHOODS AND WEALTH INITIATIVES,2023-2024,4000,1,,25000,December,2,,,2025-04-14 10:30:24.631000,Rukia Noor,,,,,,,,
2278,BEEGSAN FOUNDATION,2024,,,,,,,1,,2025-04-14 10:32:09.334000,Rukia Noor,,,,,,,,
2279,CENTERWILL INC,2024,2000,,,,December,1,1,,2025-04-14 10:33:14.666000,Rukia Noor,,,,,,,,
2280,NURTURED LIVES,2024,2000,,,,December,1,,,2025-04-14 10:34:08.571000,Rukia Noor,,,,,,,,
2281,NORTHERN KENYA FUND,2024,2000,,,,December,1,1,,2025-04-14 10:35:02.301000,Rukia Noor,,,,,,,,
2282,RIZIKI CHILDRENS ORGANIZATION,2024,p,,,,December,1,1,,2025-04-14 10:36:23.225000,Rukia Noor,,,,,,,,
2283,LVCT HEALTH,2024,,,,,,,1,,2025-04-14 10:37:10.008000,Rukia Noor,,,,,,,,
2284,COMMUNITY IMPLEMENTING INITIATIVE KENYA,2024,2000,,,,December,1,project R,,2025-04-14 10:38:20.104000,Rukia Noor,,,,,,,,
2285,BASIC NEEDS BASIC RIGHTS KENYA,2024,2000,,,,December,1,1,,2025-04-14 10:39:40.716000,Rukia Noor,,,,,,,,
2286,KENYA ORGANIZATION OF ENVIRONMENTAL EDUCATION,2024,2000,,,,December,1,1,,2025-04-14 10:41:40.295000,Rukia Noor,,,,,,,,
2287,VI AGROFORESTRY ,2024,2000,,,,December,1,draft alc,,2025-04-14 10:42:46.798000,Rukia Noor,,,,,,,,
2288,GENESIS COMMUNITY DEVELOPMENT ASSISTANCE,2024,2000,,,,December,1,1,,2025-04-14 10:45:02.927000,Rukia Noor,,,,,,,,
2289,AFRICAN CENTRE FOR CLINICAL TRIAL ,2024,2000,,,,December,1,1,,2025-04-14 10:46:04.532000,Rukia Noor,,,,,,,,
2290,AFRICAN ACADEMY OF SCIENCE,2024,2000,,,,December,1,1,,2025-04-14 10:48:30.659000,Rukia Noor,,,,,,,,
2291,PASSION TO SHARE FOUNDATION,2024,2000,,,,December,1,1,,2025-04-14 10:49:45.546000,Rukia Noor,,,,,,,,
2292,MOUNTAIN OF CHARITY,2024,2000,,,,december,1,,,2025-04-14 10:51:12.128000,Rukia Noor,,,,,,,,
2293,NORWEGIAN CHURCH AID ,2024,2000,,,,December,1,1,,2025-04-14 10:53:37.389000,Rukia Noor,,,,,,,,
2294,THROUGH THE STORM INTERNATIONAL,2024,2000,,,,December,1,1,,2025-04-14 10:54:35.005000,Rukia Noor,,,,,,,,
2295,TRANSFORMATIVE AGENTS OF CHANGE INITIATIVE,2024,2000,,,,December,1,,,2025-04-14 10:55:29.319000,Rukia Noor,,,,,,,,
2296,HEALTH USERS ALLIANCE,2024,2000,,,,December,1,,,2025-04-14 10:56:34.533000,Rukia Noor,,,,,,,,
2297,RIFT VALLEY CONSERVATION CENTER,2024,2000,,,,December,1,,,2025-04-14 11:01:24.862000,Rukia Noor,,,,,,,,
2298,IMPACT AFRICA NETWORK INC,2024,2000,,,,December,1,1,,2025-04-14 11:02:04.153000,Rukia Noor,,,,,,,,
2299,TUMAINI (HOPE FOR THE FUTURE) INTERNATIONAL,2024,2000,,,,December,1,,,2025-04-14 11:05:32.790000,Rukia Noor,,,,,,,,
2300,AFRIBRIDGE ORGANIZATION,2024,2000,,,,December,1,,,2025-04-14 11:06:11.904000,Rukia Noor,,,,,,,,
2301,FOR THE GOOD KENYA ,2024,2000,,,,December,1,1,,2025-04-14 11:09:23.665000,Rukia Noor,,,,,,,,
2302,FREELY IN HOPE ,2024,2000,,,,December,1,1,,2025-04-14 11:09:57.057000,Rukia Noor,,,,,,,,
2303,DORCAS AID INTERNATIONAL KENYA,2024,2000,,,,December,1,1,,2025-04-14 11:10:57.371000,Rukia Noor,,,,,,,,
2304,THE GLOBAL DEVELOPMENT INCUBATOR INC,2024,2000,,,,December,1,p,,2025-04-14 11:12:55.108000,Rukia Noor,,,,,,,,
2305,THE FRED HALLOWS FOUNDATION KENYA,2024,,,,,,,1,,2025-04-14 11:13:51.031000,Rukia Noor,,,,,,,,
2306,ACACIA INITIATIVES,2023-2024,4000,1,,25000,December,2,,,2025-04-14 11:16:20.263000,Rukia Noor,,,,,,,,
2307,GOSPEL INTERNATIONAL OOUTREACH,2024,2000,,,,December,1,,,2025-04-14 11:20:25.666000,Rukia Noor,,,,,,,,
2308,MOTHERS LAP FOUNDATION,2024,2000,,,,December,1,,,2025-04-14 11:21:24.799000,Rukia Noor,,,,,,,,
2309,POPULATION COUNCIL-KENYA,2024,,,,,December,amended 14,1,,2025-04-14 11:23:51.014000,Rukia Noor,,,,,,,,
2310,AFRICA HARVEST BIOTECH FOUNDATION INTERNATIONAL ,2024,2000,,,,November,1,1,,2025-04-14 11:25:11.731000,Rukia Noor,,,,,,,,
2311,I-LINK COMMUNITY SERVICES ORGANIZATION,2024,2000,,,,December,1,1,,2025-04-14 11:26:44.369000,Rukia Noor,,,,,,,,
2312,AFRICAN DEVELOPMENT & EMERGENCY ORGANIZATION,2024,2000,,,,December,1,,,2025-04-14 11:30:22.694000,Rukia Noor,,,,,,,,
2313,DISABILITY ADVOCACY AND SERVICES KENYA,2024,2000,,,,December,1,,,2025-04-14 11:31:05.318000,Rukia Noor,,,,,,,,
2314,DESTINY PATH FOUNDATION,2024,2000,,,,December,1,p,,2025-04-14 11:32:06.469000,Rukia Noor,,,,,,,,
2315,YOUTH AND WOMEN SELF HELP PROGRAMME,2024,2000,,,,December,1,,,2025-04-14 11:32:58.740000,Rukia Noor,,,,,,,,
2316,DOMINTOR EMPOWERMENT PROGRAMME,2024,2000,,,,December,1,,,2025-04-14 11:33:49.987000,Rukia Noor,,,,,,,,
2317,EDEN GUMBESI CHILDREN`S CENTRE,2024,2000,,,,December,1,,,2025-04-14 11:35:01.718000,Rukia Noor,,,,,,,,
2318,AFRICAN MUSEUM AND HERITAGE RESTITUTION AFRIMUHERE,2024,2000,,,,December,1,1,,2025-04-14 11:36:52.373000,Rukia Noor,,,,,,,,
2319,ANITA MBINYA FOUNDATION ,2024,2000,,,,December,1,1,,2025-04-14 11:37:49.766000,Rukia Noor,,,,,,,,
2320,AFRICA RESEARCH CENTRE FOR LIVELIHOOD,2024,2000,,,,December,1,1,,2025-04-14 11:38:53.836000,Rukia Noor,,,,,,,,
2321,BLESSED GENERATION CHILDREN CENTRE,2024,2000,,,,December,1,1,,2025-04-14 11:40:24.884000,Rukia Noor,,,,,,,,
2322,SMILES OF DESTINY MAASAI MISSION,2023-2024,4000,1,,25000,December,2,,,2025-04-14 11:48:07.373000,Rukia Noor,,,,,,,,
2323,EMPOWERING THE AFRICAN WOMAN,2023-2024,4000,1,25000,,December,2,,,2025-04-14 11:53:31.258000,Rukia Noor,,,,,,,,
2324,ROOTS AFRICA DEVELOPMENT ORGANIZATION,2024,2000,,,,December,1,,,2025-04-14 11:54:17.662000,Rukia Noor,,,,,,,,
2325,PASTORALIST GIRLS INITIATIVE,2024,2000,,,,December,1,1,,2025-04-14 11:55:17.468000,Rukia Noor,,,,,,,,
2326,ENVIRONMENT AND AGRICULTURE TECHNOLOGICAL CENTRE KENYA,2024,2000,,,,December,1,,,2025-04-14 12:01:02.933000,Rukia Noor,,,,,,,,
2327,SPRING OF THE ARID & SEMI-ARID LANDS,2024,2000,,,,December,1,1,,2025-04-14 12:01:56.473000,Rukia Noor,,,,,,,,
2328,ZINDUKA AFRIKA,2024,2000,,,,December,1,1,,2025-04-14 12:02:47.864000,Rukia Noor,,,,,,,,
2329,PLATTER OF COMPASSION FOOD BANKING KENYA,2024,2000,,,,December,1,1,,2025-04-14 12:04:19.603000,Rukia Noor,,,,,,,,
2330,JUHUDI AFRICA PROGRAMME ,2024,2000,,,,December,1,,,2025-04-14 12:07:32.419000,Rukia Noor,,,,,,,,
2331,FINN CHURCH AID ,2024,2000,,,,December,1,1,,2025-04-14 12:08:16.203000,Rukia Noor,,,,,,,,
2332,AFRICA CHILDREN OUTREACH PROGRAM,2024,2000,,,,December,1,,,2025-04-14 12:09:29.229000,Rukia Noor,,,,,,,,
2333,YOUTH EMPOWERMENT AND SOCIAL OPPORTUNITIES,2024,2000,,,,December,1,,,2025-04-14 12:10:39.820000,Rukia Noor,,,,,,,,
2334,INTERGREATED DEVELOPMENT NETWORK,2024,,,,,,,1,,2025-04-14 12:12:02.672000,Rukia Noor,,,,,,,,
2335,ADAKAR PEACE DEVELOPMENT INITIATIVE,2024,2000,,,,December,1,,,2025-04-14 12:13:38.394000,Rukia Noor,,,,,,,,
2336,HUMANITY GROWTH AND DEVELOPMENT AGENCY,2024,,,,,,,1,,2025-04-16 11:05:01.596000,Rukia Noor,,,,,,,,
2337,KARED FOD WOMEN DEVELOPMENT PROGRAMME,2024,,,,,,,1,,2025-04-16 11:06:51.788000,Rukia Noor,,,,,,,,
2338,DESERT OASIS RESIDENTS EMPOWERMENT PROGRAMME,2020-2024,10000,5,,125000,April,5,5,,2025-04-16 11:10:20.075000,Rukia Noor,,,,,,,,
2339,LINTONS FOUNDATION,2024,2000,,,,December,1,p,,2025-04-16 11:11:09.890000,Rukia Noor,,,,,,,,
2340,SIMUR FOUNDATION,2024,2000,,,,December,1,,,2025-04-16 11:11:50.673000,Rukia Noor,,,,,,,,
2341,RUIRU REHABILITATION CENTRE,2024,,,,,,,1,,2025-04-16 11:13:33.872000,Rukia Noor,,,,,,,,
2342,COMMUNITY HEALTH ACCESS PROGRAM,2024,2000,,,,December,1,,,2025-04-16 11:14:39.066000,Rukia Noor,,,,,,,,
2343,MOGOTIO SOCIO-ECONOMIC WOMEN EMPOWERMENT ORGANIZATION,2024,2000,,,,December,1,,,2025-04-16 11:15:49.559000,Rukia Noor,,,,,,,,
2344,OUR JOURNEY INTERNATIONAL KENYA,2024,2000,,,,December,1,1,,2025-04-16 11:22:40.667000,Rukia Noor,,,,,,,,
2345,TUGEN CULTURAL RESERACH AND LANGUAGE DEVELOPMENT ORGANIZATION,2024,2000,,,,December,1,,,2025-04-16 11:23:37.361000,Rukia Noor,,,,,,,,
2346,HOPE VALLEY FAMILY INSTITUTE,2024,2000,,,,December,1,1,,2025-04-16 11:24:39.661000,Rukia Noor,,,,,,,,
2347,GRASSROOTS ANTI-POVERTY EMPOWERMENT STRATEGIES,2024,2000,,,,December,1,,,2025-04-16 11:25:49.943000,Rukia Noor,,,,,,,,
2348,SAMOEI RUTO FOUNDATION,2024,2000,,,,December,1,,,2025-04-16 11:33:12.517000,Rukia Noor,,,,,,,,
2349,HOSANNA MISSION INTERNATIONAL FOUNDATION IN KENYA,2024,2000,,,,December,1,p,,2025-04-16 11:34:53.136000,Rukia Noor,,,,,,,,
2350,FATHER CK FOUNDATION,2024,2000,,,,December,1,1,,2025-04-16 11:35:27.345000,Rukia Noor,,,,,,,,
2351,HELP MISSION DEVELOPMENT SERVICES,2024,2000,,,,December,1,1,,2025-04-16 11:36:41.595000,Rukia Noor,,,,,,,,
2352,ACCOUNTABLE COMMUNITY FOUNDATION,2024,2000,,,,December,1,,,2025-04-16 11:39:04.677000,Rukia Noor,,,,,,,,
2353,FOCUS ON RURAL ECONOMIC EMPOWERMENT & DEVELOPMENT,2024,2000,,,,December,1,,,2025-04-16 11:40:10.884000,Rukia Noor,,,,,,,,
2354,SAFE WATER AND AIDS PROJECT,2024,2000,,,,December,1,1,,2025-04-16 11:41:09.564000,Rukia Noor,,,,,,,,
2355,POVERTY ALLEVIATION AND DEVELOPMENT ORGANIZATION,2024,2000,,,,December,1,,,2025-04-16 11:41:59.340000,Rukia Noor,,,,,,,,
2356,HALAL DEVELOPMENT ORGANIZATION,2024,2000,,,,December,1,,,2025-04-16 11:44:51.955000,Rukia Noor,,,,,,,,
2357,COMMUNITY EMPOWERMENT NETWORK INITIATIVE,2024,2000,,,,December,1,,,2025-04-16 11:45:29.843000,Rukia Noor,,,,,,,,
2358,ACTION IN THE COMMUNITY ENVIRONMENT AFRICA KENYA,2024,,,,,,,1,,2025-04-16 11:46:38.973000,Rukia Noor,,,,,,,,
2359,international federation pf educative communities kenya,2024,2000,,,,December,1,,,2025-04-16 11:49:08.194000,Rukia Noor,,,,,,,,
2360,MAKE ME SMILE KENYA,2024,2000,,,,December,1,1,,2025-04-16 11:49:54.165000,Rukia Noor,,,,,,,,
2361,HUMANITY GROWTH AND DEVELOPMENT AGENCY,2023,,,,,December,,1,,2025-04-16 11:54:22.419000,Rukia Noor,,,,,,,,
2362,PANAFRICARE KENYA,2024,2000,,,,December,1,1,,2025-04-17 15:50:13.353000,Esther Leting,,,,,,,,
2363,BARACK MUSEKA CEREBRAL- PALSY FOUNDATION ,2024,2000,,,,,1,,,2025-04-17 15:51:14.188000,Esther Leting,,,,,,,,
2364,CRESTMOUNT INTERNTIONAL,2024,2000,,,,December,1,,,2025-04-17 15:52:18.459000,Esther Leting,,,,,,,,
2365,KWA WATOTO CENTRE AND SCHOOL,2024,2000,,,,December,1,P,,2025-04-17 15:53:50.558000,Esther Leting,,,,,,,,
2366,GREENWAYS FOUNDATION ,2024,2000,,,,December,1,,,2025-04-17 15:58:20.227000,Esther Leting,,,,,,,,
2367,SAMARITAN PEOPLE'S VISION ,2024,2000,,,,December,1,,,2025-04-17 15:59:57.664000,Esther Leting,,,,,,,,
2368,JIFUNZE INTERNATIONAL,2023,,,,,June,,1,,2025-04-17 16:01:07.466000,Esther Leting,,,,,,,,
2369,,,,,,,,,,,2025-04-22 08:48:47.927000,Stephen Monyoncho,,,,,,,,
2370,POVERTY  FIGHTERS  ORGANIZATION ,2009-2024,30000,15,,375000,December,15,,waiver appeal,2025-04-22 08:58:23.658000,Esther Leting,,,,,,,,
2371,CENTER FOR MENTORSHIP & COUNSELLING,2024,2000,,,,December,1,,,2025-04-22 09:23:36.445000,Esther Leting,,,,,,,,
2372,INITIATIVE FOR LEARNING DISABILITIES KENYA,2024,2000,,,,December,1,,,2025-04-22 09:24:43.450000,Esther Leting,,,,,,,,
2373,UNITED DISABILITY EMPOWRRMENT  IN KENYA ,2024,2000,,,,December,1,,,2025-04-22 09:27:06.507000,Esther Leting,,,,,,,,
2374,GLOBAL REIIEF FOR HUMANITY ,2024,2000,,,,December,1,1,,2025-04-22 09:29:51.450000,Esther Leting,,,,,,,,
2375,AMB.MOHAMED AFFEY FOUNDATION ,2024,2000,,75000,,December,1,,,2025-04-22 09:36:37.549000,Esther Leting,,,,,,,,
2376,THE BOMA PROJECT,2024,,,,,December,1,1,,2025-04-22 09:38:16.475000,Esther Leting,,,,,,,,
2377,SECOURS ISLAMIQUE FRANCE,2024,2000,,,,December,1,1,,2025-04-24 12:08:23.599000,Esther Leting,,,,,,,,
2378,KURIA GIRL CHILD DEVELOPMENT CENTRE ,2024,2000,,,,December,1,,,2025-04-24 12:09:08.202000,Esther Leting,,,,,,,,
2379,"GENDER,ENVIRONMENT AND SUSTAINABLE DEVELOPMENT ",2024,2000,,,,December,1,,,2025-04-24 12:11:30.916000,Esther Leting,,,,,,,,
2380,COMMUNITY NURSING SERVICES ,2024,2000,,,,December,1,1,,2025-04-24 12:12:43.744000,Esther Leting,,,,,,,,
2381,CENTER FOR CIVILIANS IN CONFLICT - KENYA ,2023,,,,,,,1,,2025-04-24 12:13:28.209000,Esther Leting,,,,,,,,
2382,HOLISTIC MENTAL HEALTH AFRICA ,2024,2000,,,,December,1,,,2025-04-24 12:15:05.184000,Esther Leting,,,,,,,,
2383,HOPE WITHOUT BORDERS INT.,2024,2000,,,,December,1,,,2025-04-24 12:15:56.972000,Esther Leting,,,,,,,,
2384,AFRICAN GIRL INTERNATIONAL,2024,,,,,December,1,,,2025-04-24 12:20:47.751000,Esther Leting,,,,,,,,
2385,AFRICAN GIRL INTERNTAIONAL,2024,2000,,,,December,1,,,2025-04-24 12:29:17.452000,Esther Leting,,,,,,,,
2386,PAN AFRICAN MEDICAL CENTER FOR PUBLIC HEALTH RESEARCH AND INFORMATION ,2024,2000,,,,December,1,1,,2025-04-24 12:31:30.283000,Esther Leting,,,,,,,,
2387,NAZARENE COMPASSIONATE ORGANIZATION ,2024,2000,,,,December,1,1,,2025-04-24 12:35:37.218000,Esther Leting,,,,,,,,
2388,EARTH PEACE INTERNATIONAL KENYA,2019-2023,10000,5,25000,100000,December,5,,,2025-04-24 12:51:07.030000,Esther Leting,,,,,,,,
2389,NATIONAL HEALTH AND DEVELOPMENT ORGANIZATION ,2024/2025,2000,,,,March,1,,,2025-04-24 12:53:28.932000,Esther Leting,,,,,,,,
2390,CENTER FOR RURAL ECONOMY SUPPORT SERVICES,2024,2000,,,,January,1,,,2025-04-24 12:58:13.342000,Esther Leting,,,,,,,,
2391,SERVE TO EMPOWER AFRICA ,2024,2000,,,,December,1,1,,2025-04-24 12:59:04.220000,Esther Leting,,,,,,,,
2392,EARTH PEACE INTERNATIONAL KENYA,,,,50000,,December,,,,2025-04-28 10:23:42.315000,Esther Leting,,,,,,,,
2393,SAMBURU AID IN AFRICA ,2024,,,,,,,1,,2025-04-28 10:24:54.132000,Esther Leting,,,,,,,,
2394,INTERNATIONAL COLLABORATION FOR COMMUNITY DEVELOPMENT AND EMPOWERMENT,2024,2000,,,,march,1,,,2025-04-28 10:26:09.941000,Esther Leting,,,,,,,,
2395,THE MOHAMED AMIN FOUNDATION ,2024,2000,,,,January,1,1,,2025-04-28 10:27:49.933000,Esther Leting,,,,,,,,
2396,MERCY NAIROBI FOUNDATION INC.KENYA,2024,2000,,,,December,1,1,,2025-04-28 10:29:30.336000,Esther Leting,,,,,,,,
2397,GLOBAL CHRISTIAN RELIEF,2024,2000,,,,December,1,,,2025-04-28 10:31:49.638000,Esther Leting,,,,,,,,
2398,DREAM ACHIEVERS YOUTH ORGANIZATION,2024,2000,,,,December,1,1,,2025-04-28 10:33:24.847000,Esther Leting,,,,,,,,
2399,DISASTER PREVENTION FUND INTERNATIONAL,2024,2000,,,,December,,,,2025-04-28 11:06:28.615000,Esther Leting,,,,,,,,
2400,ZION GLOBAL MISSIONS KENYA,2024,2000,,,,December,1,,,2025-04-28 11:08:08.234000,Esther Leting,,,,,,,,
2401,INTERNATIONAL RESCUE COMMITTEE- KENYA ,2023,2000,1,25000,,September,1,1,,2025-04-28 11:10:07.123000,Esther Leting,,,,,,,,
